Charging Station Location,charging_date,charging_hour,Charger Type,sessions,unique_users,total_energy_kwh,avg_soc_start,avg_soc_end,avg_distance_since_last_charge_km,peak_hour_flag
Houston,2024-02-19,10,DC Fast Charger,1,1,72.94073165721504,44.08631934914307,61.937250516895816,19.30831574067269,1
Houston,2024-02-19,14,DC Fast Charger,1,1,42.69140537961698,58.68736692841344,84.9600964622972,116.65507846903554,0
Houston,2024-02-20,2,Level 1,1,1,61.63104965912597,23.35781808377515,96.40888301425215,83.91991846336025,0
Houston,2024-02-20,16,DC Fast Charger,1,1,77.63234569193523,54.643859299661386,58.01818477546587,101.40291219481855,0
Houston,2024-02-21,5,DC Fast Charger,1,1,21.270741905550192,23.97110917899692,90.94302580985588,75.72756438939092,0
Houston,2024-02-21,8,Level 2,1,1,12.89314235582393,78.3928712319015,78.8159074874725,88.54041810511625,1
Houston,2024-02-21,12,Level 1,1,1,42.69140537961698,76.96022949767347,83.75662148016092,11.76940924523808,0
Houston,2024-02-21,21,Level 2,1,1,43.12603811805074,69.61870824455913,77.39673449495889,167.61739202432804,1
Houston,2024-02-22,2,Level 1,1,1,11.321914132806013,59.77588685400556,53.00916603198095,111.69908224424638,0
Houston,2024-02-22,3,Level 1,1,1,26.586710215463047,77.97541226482085,91.45202017355768,191.38730149081587,0
Houston,2024-02-22,8,Level 2,1,1,5.892835163588776,12.90517914685882,57.543169274328136,100.99005497784172,1
Houston,2024-02-22,19,Level 1,1,1,47.67827374967497,75.29020927180612,67.25319330916514,268.6951244624599,1
Houston,2024-02-22,22,Level 2,1,1,42.69140537961698,19.89094138704111,62.23223391052393,49.1226600425559,0
Houston,2024-02-23,3,Level 1,1,1,26.4440331229724,63.48160387106212,80.47775508228382,265.5605629056878,0
Houston,2024-02-23,4,DC Fast Charger,1,1,42.01795949517358,55.03840484815587,70.45005705402863,1.899537885161329,0
Houston,2024-02-23,11,DC Fast Charger,1,1,28.80292498005887,73.686855701566,81.23277626442751,22.3327261690371,0
Houston,2024-02-23,13,Level 1,1,1,85.03985430629427,32.3628019605393,55.98865792499279,279.86671797697693,0
Houston,2024-02-23,14,Level 1,1,1,47.76784734327861,13.70945350509201,97.58940532350752,221.535828133101,0
Houston,2024-02-23,15,Level 2,1,1,57.45442116792438,32.341871528002784,89.61714559071812,57.289510474044846,0
Houston,2024-02-23,17,DC Fast Charger,1,1,49.53480945615692,79.74068238394702,53.90525934622092,279.43866960065594,1
Houston,2024-02-23,21,Level 2,1,1,8.315805795177543,38.55338956745308,56.84768445949299,271.52553023252364,1
Houston,2024-02-23,22,Level 1,1,1,10.185000186311704,63.63470752501935,22.88625803621484,83.87373833289341,0
Houston,2024-02-24,2,Level 2,1,1,21.795382498227173,55.13436223435677,68.54740388150834,39.03998202246087,0
Houston,2024-02-24,7,Level 1,1,1,42.69140537961698,83.09120694320444,76.50122127635835,11.256661780006848,1
Houston,2024-02-24,15,Level 2,1,1,74.27670057664027,41.34406167397294,50.4123412636568,194.7935438742961,0
Houston,2024-02-24,16,Level 1,1,1,39.73385254628378,55.86361499761188,85.12226222000578,152.25986699080715,0
Los Angeles,2024-01-01,4,Level 1,1,1,19.62910416772725,54.25894969116981,63.743786036169695,203.66184655799864,0
Los Angeles,2024-01-01,7,Level 2,1,1,51.46761685839947,56.201703032995454,63.786815331776616,116.54316578116932,1
Los Angeles,2024-01-01,8,Level 1,1,1,43.59237228216989,33.46620026326066,92.96142090358896,208.25974249443672,1
Los Angeles,2024-01-01,10,DC Fast Charger,1,1,18.20619747737872,76.08656557040186,82.2655816267944,64.63464374887128,1
Los Angeles,2024-01-01,15,DC Fast Charger,1,1,27.354317884610715,10.677153729384765,72.40347015226732,247.6594369214761,0
Los Angeles,2024-01-01,19,Level 2,1,1,48.48248430757049,12.754877571721774,116.0956568894014,243.25576946966927,1
Los Angeles,2024-01-01,20,Level 2,1,1,50.27906667357191,16.545512365179043,77.93632713949575,15.420444595980063,1
Los Angeles,2024-01-02,4,Level 2,1,1,31.68448458657448,34.72763909597674,54.40205038521579,152.25986699080715,0
Los Angeles,2024-01-02,14,Level 2,1,1,61.52075986084904,87.98462138000619,79.3884433831648,141.24375349788664,0
Los Angeles,2024-01-02,16,Level 2,1,1,67.51805822343026,80.86258863357027,62.52531776559165,119.63099233488512,0
Los Angeles,2024-01-02,20,Level 2,1,1,42.69140537961698,15.220938965012722,132.95201054959608,49.384266364222384,1
Los Angeles,2024-01-02,21,DC Fast Charger,1,1,46.80719594482398,49.29876550655081,90.97067522699976,210.17109719106028,1
Los Angeles,2024-01-03,0,Level 1,1,1,42.69140537961698,77.80942281830983,87.94811448093188,212.9403418082668,0
Los Angeles,2024-01-03,3,Level 1,1,1,58.73397361690925,83.86192690828396,71.37448250923295,57.38072425225101,0
Los Angeles,2024-01-03,5,DC Fast Charger,1,1,74.99970643372605,87.28930579942039,80.41641729522466,51.82835201742095,0
Los Angeles,2024-01-03,16,DC Fast Charger,1,1,76.93342189972203,27.1746153338806,92.14463369734484,295.8937220745894,0
Los Angeles,2024-01-03,19,DC Fast Charger,1,1,67.69516175123809,22.48839981099202,86.77766611416524,81.28450037675881,1
Los Angeles,2024-01-03,20,Level 1,1,1,16.41401693253662,36.950283611109775,77.13616493524884,188.47148981831265,1
Los Angeles,2024-01-04,1,Level 1,1,1,12.894887186031896,31.54918220388392,97.46254098173988,183.1712811493433,0
Los Angeles,2024-01-04,3,Level 1,1,1,42.69140537961698,51.28140347341039,93.19846283246213,171.89615323236094,0
Los Angeles,2024-01-04,8,Level 2,1,1,51.67374779364138,55.07217407784221,62.93578010941694,222.2746666893461,1
Los Angeles,2024-01-04,16,Level 2,1,1,33.07294950547435,105.03222404185644,83.02347311843918,164.68289235141916,0
Los Angeles,2024-01-04,21,Level 2,1,1,71.61568949106118,51.794505043999976,64.55436324971151,16.681445822961763,1
Los Angeles,2024-01-05,1,DC Fast Charger,1,1,31.046574961450595,47.1578609567738,66.19348839519058,152.25986699080715,0
Los Angeles,2024-01-05,13,Level 1,1,1,42.69140537961698,59.84918721302196,56.29416194781305,137.13725689509238,0
Los Angeles,2024-01-05,14,Level 1,1,1,27.42595097070096,74.64716691235185,10.080074326064254,216.0702778231308,0
Los Angeles,2024-01-05,17,DC Fast Charger,1,1,29.16952953646135,64.06837901017158,83.78854260869758,241.99817066158312,1
Los Angeles,2024-01-05,20,DC Fast Charger,1,1,17.933479173039434,29.951321951186408,76.87588684727461,104.39786671394216,1
Los Angeles,2024-01-05,21,Level 1,1,1,60.47162634897462,74.53957947778017,79.3651156631053,84.37563038980312,1
Los Angeles,2024-01-06,0,Level 1,1,1,71.18526462073517,36.884083700047405,73.96777838001219,276.22249249798386,0
Los Angeles,2024-01-06,1,Level 2,1,1,39.64439031543013,20.41744853950585,57.50198821454384,152.25986699080715,0
Los Angeles,2024-01-06,8,DC Fast Charger,1,1,15.660564019843829,30.88322666455972,51.48089291088871,202.1415517669365,1
Los Angeles,2024-01-06,10,Level 2,1,1,47.52745876259207,59.93299647263002,81.18398204407661,139.38372692333525,1
Los Angeles,2024-01-06,14,DC Fast Charger,1,1,47.29002739188249,28.20501289429486,50.64036663152135,277.49342012825457,0
Los Angeles,2024-01-06,16,Level 2,1,1,15.010165946159637,84.23618039725056,77.85782098101181,220.2005623988468,0
Los Angeles,2024-01-07,2,Level 2,1,1,74.28073484499863,66.00513379945605,82.71272303828141,35.47986919070103,0
Los Angeles,2024-01-07,4,Level 2,1,1,74.94807969154884,72.33754266978394,62.454642722835686,127.91083055401364,0
Los Angeles,2024-01-07,5,Level 1,1,1,52.884130298910776,30.59535960979457,76.02826980706824,186.8140685808714,0
Los Angeles,2024-01-07,15,Level 2,1,1,41.08911136063269,10.714395070146608,64.15980029037753,35.4390247539194,0
Los Angeles,2024-01-07,16,Level 2,1,1,48.99847458311938,15.600515432835518,98.00224205841444,85.0972668232422,0
Los Angeles,2024-01-07,20,Level 2,1,1,37.76450274178449,74.68253406178292,64.64710567138641,156.41701742038052,1
Los Angeles,2024-01-07,21,Level 2,1,1,14.495687027174723,30.75797031727749,56.511397317926814,119.35663296927396,1
Los Angeles,2024-01-08,13,Level 2,1,1,61.00032235899777,44.94524692565111,66.19582006310851,232.32103894174472,0
Los Angeles,2024-01-08,22,Level 1,1,1,65.83154346501938,82.15451672743453,58.357343749655485,65.28637656297002,0
Los Angeles,2024-01-08,23,Level 1,1,1,55.18877391493572,152.48976092167763,68.12881245845041,249.04941432468289,0
Los Angeles,2024-01-09,3,DC Fast Charger,1,1,7.81642400450342,70.54794124013175,50.10285103642811,50.3088063995774,0
Los Angeles,2024-01-09,4,Level 1,1,1,52.50980894268295,30.475116614130098,90.93210942692164,152.25751528544956,0
Los Angeles,2024-01-09,10,Level 1,1,1,72.82858509991425,81.71875949449374,65.98785609743817,186.72370699503512,1
Los Angeles,2024-01-09,11,DC Fast Charger,1,1,64.23213303009759,69.29221386285269,64.34112879801057,268.9329205281117,0
Los Angeles,2024-01-09,17,Level 2,1,1,6.961875674256488,16.340813424043915,78.75846708787853,86.56483570911978,1
Los Angeles,2024-01-09,19,Level 1,1,1,1.7545202338044217,27.118106851125184,78.96915418957035,65.88939460451076,1
Los Angeles,2024-01-09,20,DC Fast Charger,1,1,73.61433544405698,46.807860636393485,86.59530628854822,162.06302022181248,1
Los Angeles,2024-01-09,21,DC Fast Charger,1,1,6.377874090357831,46.18102100188867,99.01491659931033,169.11197877085093,1
Los Angeles,2024-01-09,22,DC Fast Charger,1,1,51.16182197500394,44.27162791405269,90.6684743156528,35.45627590442558,0
Los Angeles,2024-01-09,23,DC Fast Charger,1,1,28.22969163134975,61.78774867645628,65.21596737627195,91.120578890523,0
Los Angeles,2024-01-10,17,Level 2,1,1,65.89172326762375,18.87132185953369,65.01723141258057,77.26928192967245,1
Los Angeles,2024-01-10,20,Level 1,1,1,25.35411411775736,72.40240860746698,67.4333705105874,73.38219447318042,1
Los Angeles,2024-01-11,4,Level 1,1,1,42.69140537961698,82.21735478489595,77.0156633853816,206.7145921284448,0
Los Angeles,2024-01-11,7,Level 2,1,1,76.3581979165499,80.67885938684184,64.03368551301674,213.49060791189896,1
Los Angeles,2024-01-11,14,Level 1,1,1,65.55092159002764,47.91062986753904,97.30684588616212,153.22096912222145,0
Los Angeles,2024-01-11,16,DC Fast Charger,1,1,37.09360176408391,53.70511180037988,53.29568233519604,180.1478561199578,0
Los Angeles,2024-01-11,17,Level 2,1,1,56.35798687093989,25.435919395008497,68.9325735626183,233.91395835681303,1
Los Angeles,2024-01-11,19,DC Fast Charger,1,1,60.5227294924313,25.511673150670305,64.2138773845328,219.1154065223597,1
Los Angeles,2024-01-11,20,Level 2,1,1,49.62151165856079,43.90988048725574,98.38860809649242,260.68516578515363,1
Los Angeles,2024-01-12,1,DC Fast Charger,1,1,42.69140537961698,48.53777632106408,78.14309336406694,269.4965675176712,0
Los Angeles,2024-01-12,4,DC Fast Charger,1,1,58.151062888392886,17.46097583271432,82.1311377474008,236.8331846408309,0
Los Angeles,2024-01-12,8,Level 2,1,1,70.24471717977453,72.54929506897906,91.90178009240871,34.52241141897322,1
Los Angeles,2024-01-12,19,Level 1,1,1,6.479430984738162,52.61626456413691,83.35374544109871,77.79797005629807,1
Los Angeles,2024-01-13,11,Level 2,1,1,5.69951995446004,54.544755368940045,81.03013387969956,221.5835528882272,0
Los Angeles,2024-01-13,12,Level 1,1,1,54.52901286506665,73.36171145435397,73.14283891077369,250.3699282257361,0
Los Angeles,2024-01-13,14,Level 1,1,1,42.69140537961698,75.32264788537638,89.871641082688,197.66783354430208,0
Los Angeles,2024-01-13,15,DC Fast Charger,1,1,65.2254522844251,45.5068659842013,83.40752160581039,206.9879012630543,0
Los Angeles,2024-01-13,20,DC Fast Charger,1,1,49.74934189978176,62.63796602121695,87.47010159296559,177.26981142816254,1
Los Angeles,2024-01-14,4,DC Fast Charger,1,1,37.77161458127733,52.13244929303641,93.21180849655904,96.84198081577826,0
Los Angeles,2024-01-14,9,Level 1,1,1,62.3191755518106,21.819886273129143,61.29106772673944,22.61948851952616,1
Los Angeles,2024-01-14,10,Level 2,1,1,64.52243106916856,31.48893119283688,66.30498502948487,75.831666453641,1
Los Angeles,2024-01-14,13,Level 2,1,1,17.890527690443513,32.14887452372518,113.21106541250636,152.25986699080715,0
Los Angeles,2024-01-14,19,Level 1,1,1,26.34468459019388,11.85553123414742,57.08540547671732,216.47155389288085,1
Los Angeles,2024-01-15,3,Level 1,1,1,79.97807283663732,88.1942695265976,62.30655558591127,295.82448366225185,0
Los Angeles,2024-01-15,4,Level 2,1,1,5.775919735452496,25.118016109663355,59.04654073710448,96.33217778289772,0
Los Angeles,2024-01-15,5,Level 1,1,1,53.81020176075347,52.44295176374061,82.42209464917141,116.73098347986932,0
Los Angeles,2024-01-15,10,Level 2,1,1,29.29844560325747,125.0872271230777,97.05902046746334,296.2236692095064,1
Los Angeles,2024-01-15,16,Level 2,1,1,65.54082473190631,25.201903407412274,96.7634420547716,78.61444615533611,0
Los Angeles,2024-01-15,21,Level 1,1,1,62.09565922628094,43.886190846537644,81.46898348084524,285.79045868611,1
Los Angeles,2024-01-15,23,Level 1,1,1,33.370542026215475,58.60908208265877,71.21956042362135,279.5193618635699,0
Los Angeles,2024-01-16,3,Level 1,1,1,42.29018026674148,81.1021620402358,92.83360459772088,242.4530430968343,0
Los Angeles,2024-01-16,4,DC Fast Charger,1,1,30.036118378192803,14.364249190360638,80.38540836870507,217.91571614184764,0
Los Angeles,2024-01-16,11,Level 2,1,1,68.25299905062542,85.9024619599349,91.27822446726908,50.413024895600245,0
Los Angeles,2024-01-16,12,Level 1,1,1,56.42022999086558,32.61238657309413,65.16007356921413,12.807514731098356,0
Los Angeles,2024-01-16,14,Level 2,1,1,28.1635456086215,72.89998625989823,18.700349486531323,23.47388206048818,0
Los Angeles,2024-01-16,15,Level 1,1,1,1.356731546885289,40.92338001382405,83.06868681876806,152.25986699080715,0
Los Angeles,2024-01-16,16,Level 2,1,1,8.93042648458991,86.75148899550561,71.80303060461523,275.0786019144124,0
Los Angeles,2024-01-16,18,DC Fast Charger,1,1,16.67359945711931,77.48514337130472,88.66543213628108,281.8878021909634,1
Los Angeles,2024-01-17,4,Level 2,1,1,74.2197558575455,55.29384158305011,90.0971146794724,152.25986699080715,0
Los Angeles,2024-01-17,10,DC Fast Charger,1,1,34.375669740166174,41.11182645121117,63.0261598722875,150.83472799252905,1
Los Angeles,2024-01-17,13,Level 2,1,1,26.4021039498391,29.476011117716563,87.34323555672688,247.340301484012,0
Los Angeles,2024-01-17,17,Level 1,1,1,13.66384250802366,62.24698007651001,82.888930350227,209.0906430300939,1
Los Angeles,2024-01-17,21,Level 1,1,1,42.69140537961698,45.146440223456025,83.95513809182872,284.7546994724396,1
Los Angeles,2024-01-17,22,Level 2,1,1,64.40334432867209,96.11613713747894,57.32059939540834,139.54941601046136,0
Los Angeles,2024-01-18,7,Level 2,1,1,60.26038300407493,51.19126735473256,66.23084709485897,175.9741268815444,1
Los Angeles,2024-01-18,12,DC Fast Charger,1,1,41.60286682113125,61.83041388098421,61.69216277980648,32.04873121482466,0
Los Angeles,2024-01-18,13,Level 2,1,1,29.697898464844947,42.99230053892738,50.440450369675816,180.4529064607688,0
Los Angeles,2024-01-18,16,Level 1,1,1,12.666812834895836,75.29528502074453,65.45118030280928,199.25939347720364,0
Los Angeles,2024-01-18,17,Level 2,1,1,78.95506101572013,50.08944938648692,74.78962116495197,91.25991153552684,1
Los Angeles,2024-01-18,19,Level 2,1,1,37.28701875736325,29.08564191565545,78.12984431226614,46.646749394879045,1
Los Angeles,2024-01-18,22,DC Fast Charger,1,1,42.86561113214803,87.89447635185651,67.7784177480529,65.34041015754734,0
Los Angeles,2024-01-19,3,Level 2,1,1,42.46618717006869,31.21107229664343,95.21101275635284,51.91851109371213,0
Los Angeles,2024-01-19,8,Level 2,1,1,6.8738855284034415,60.64343387805784,55.02332896521806,122.6429155562319,1
Los Angeles,2024-01-19,10,Level 2,1,1,7.569584209512826,55.749780360748325,53.49480287054351,299.5639341927111,1
Los Angeles,2024-01-19,14,Level 1,1,1,36.2444170838149,83.70724478439372,52.58836904710326,125.23368798781787,0
Los Angeles,2024-01-19,16,Level 2,1,1,5.746444809429853,60.71131119139218,67.30386447899235,140.00446081941055,0
Los Angeles,2024-01-19,17,Level 1,1,1,9.737039612310449,75.78098420909689,97.16335944186612,157.8770594586192,1
Los Angeles,2024-01-19,18,DC Fast Charger,1,1,39.46218311483076,72.99405914705466,64.45040221704758,53.93574968705855,1
Los Angeles,2024-01-20,1,Level 1,1,1,57.55690005797869,55.28433248688425,93.58373877917836,249.41857849199,0
Los Angeles,2024-01-20,5,Level 2,1,1,78.30687812670662,18.93648977863772,51.58666808369004,20.622474485480154,0
Los Angeles,2024-01-20,16,Level 2,1,1,45.355066305111706,86.24033241677763,85.20753539975907,191.27847464502588,0
Los Angeles,2024-01-20,19,Level 1,1,1,25.892596490424456,36.57910927172929,44.08637268371391,75.87400701763998,1
Los Angeles,2024-01-20,20,Level 2,1,1,65.89861180142826,73.79002998161442,95.2886288860187,161.19607009381224,1
Los Angeles,2024-01-21,5,DC Fast Charger,1,1,54.99600399457137,57.08432709765952,88.92940041903762,11.215519610305956,0
Los Angeles,2024-01-21,8,Level 1,1,1,39.469966222866766,43.73232054574708,18.83987638782527,73.21338218607342,1
Los Angeles,2024-01-21,13,DC Fast Charger,1,1,54.99770543084315,42.69807426210118,60.69092056799536,2.90836929516522,0
Los Angeles,2024-01-21,21,Level 1,1,1,39.0670867855152,76.15030562077015,88.85898881746061,110.6957634034999,1
Los Angeles,2024-01-21,22,Level 2,1,1,63.79396886506549,35.17374581690467,92.8971265887208,208.1049927875725,0
Los Angeles,2024-01-22,0,Level 2,1,1,56.888515995947614,24.393135728855853,64.47087617102001,153.07364355191757,0
Los Angeles,2024-01-22,3,Level 2,1,1,73.61974524719619,36.21438191699346,85.98415765413446,253.8460155808637,0
Los Angeles,2024-01-22,6,Level 2,1,1,37.1629261473043,43.85212940109913,85.03959004546304,177.96993909111302,0
Los Angeles,2024-01-22,8,DC Fast Charger,1,1,42.69140537961698,61.02753439101815,94.5402686850617,33.45416754010873,1
Los Angeles,2024-01-22,9,Level 1,1,1,8.891155819549416,45.45218187639201,52.39898306058275,152.25986699080715,1
Los Angeles,2024-01-22,10,DC Fast Charger,1,1,29.379323254386147,53.30640620365728,57.5164175290219,269.37707955527657,1
Los Angeles,2024-01-22,14,Level 1,1,1,7.557567403210105,17.754276035274597,99.07140402400482,22.22200644715266,0
Los Angeles,2024-01-22,17,Level 2,1,1,67.93942571536539,46.180880806019246,57.46766554454359,109.00880040885484,1
Los Angeles,2024-01-22,18,Level 1,1,1,70.04034616527528,19.340322880931105,87.55060863775552,149.70578317047477,1
Los Angeles,2024-01-22,22,Level 2,1,1,9.716946683936513,17.34015102606766,75.07974999789877,100.95890850691092,0
Los Angeles,2024-01-23,3,DC Fast Charger,1,1,17.759774553770676,17.018773150471347,77.27513131934126,175.12476057983207,0
Los Angeles,2024-01-23,8,Level 1,1,1,44.87005617634201,39.4955529396218,81.20907646730309,63.19030760009094,1
Los Angeles,2024-01-23,11,DC Fast Charger,1,1,57.03840397041998,65.23313127161703,89.08926956209135,181.04511627258617,0
Los Angeles,2024-01-23,13,Level 2,1,1,63.023554629150055,42.4281627217739,74.74473036868736,190.2375003773272,0
Los Angeles,2024-01-23,14,Level 2,1,1,33.013974817380586,51.939978507349934,68.814308755249,20.47193247483592,0
Los Angeles,2024-01-23,17,Level 2,1,1,51.87067063305462,85.33986897849638,72.4190119951639,261.22513034672306,1
Los Angeles,2024-01-23,22,DC Fast Charger,1,1,13.876557599494063,68.86492830529428,76.92841522505879,192.98821300367177,0
Los Angeles,2024-01-24,12,Level 1,1,1,28.079314202327826,25.38819781858849,91.34610764842,145.7988862804015,0
Los Angeles,2024-01-24,16,DC Fast Charger,1,1,60.63745352964948,71.58529275501547,56.16768065895357,135.99532137096764,0
Los Angeles,2024-01-24,22,DC Fast Charger,1,1,60.939817877399975,81.441194681009,66.37170348590195,88.25561781096748,0
Los Angeles,2024-01-25,2,DC Fast Charger,1,1,70.536636587169,87.14823173121326,66.96786044167332,173.21217147947226,0
Los Angeles,2024-01-25,5,Level 1,1,1,14.355208491625932,13.134702560900068,53.73066045094701,274.7990199525856,0
Los Angeles,2024-01-25,8,Level 1,1,1,66.82312116249,76.65817666174327,84.90230211496663,108.85225690019809,1
Los Angeles,2024-01-25,9,Level 1,1,1,47.18840893514874,17.56487802139744,54.49094700636411,156.46392580325875,1
Los Angeles,2024-01-25,11,Level 2,1,1,37.10851773104313,33.299940358533576,58.815738709345766,32.17691631628233,0
Los Angeles,2024-01-25,14,Level 2,1,1,45.134038075505366,51.051321059781294,75.88273060916863,193.9071204532113,0
Los Angeles,2024-01-25,19,Level 2,1,1,36.490277883670345,64.22809474454678,76.17290419324496,241.9846436830969,1
Los Angeles,2024-01-25,20,DC Fast Charger,1,1,67.56014288077881,69.3146975661584,96.93664540216876,145.6653928623303,1
Los Angeles,2024-01-26,3,Level 2,1,1,26.29222408241131,40.476013818815545,69.66797732415742,177.81252667841642,0
Los Angeles,2024-01-26,11,Level 1,1,1,67.13334039157891,23.50594715611516,76.14600844871192,7.619894391103201,0
Los Angeles,2024-01-26,16,Level 2,1,1,42.69140537961698,43.70577587099555,73.82277116126612,73.80774219139828,0
Los Angeles,2024-01-27,1,Level 2,1,1,15.474096088332848,46.07069571420915,58.59052044642799,152.25986699080715,0
Los Angeles,2024-01-27,9,DC Fast Charger,1,1,18.39971040043272,36.50968370288002,85.7697373307883,160.4171358204794,1
Los Angeles,2024-01-27,13,Level 2,1,1,78.23764802345093,76.09869924748591,59.3125092229608,66.63692341792364,0
Los Angeles,2024-01-27,16,Level 1,1,1,68.06928828300951,62.06441940214671,82.6938659048567,135.72503239178508,0
Los Angeles,2024-01-28,1,Level 2,1,1,58.45788451376784,30.09804154498584,76.8615954584726,73.79130119150985,0
Los Angeles,2024-01-28,3,DC Fast Charger,1,1,76.06503880500838,15.221759885479162,83.98306136985278,233.27340676216312,0
Los Angeles,2024-01-28,5,Level 1,1,1,39.67713381108,89.27457303572433,83.81584017151073,106.70587653759428,0
Los Angeles,2024-01-28,22,Level 2,1,1,41.97718283907795,11.415452890941662,88.49863229758265,260.4855529228803,0
Los Angeles,2024-01-29,7,Level 1,1,1,5.356309335174382,79.18647461637062,69.73910331351091,152.25986699080715,1
Los Angeles,2024-01-29,10,DC Fast Charger,1,1,9.44816711008226,75.62404762261002,93.73758915768624,115.37806159223754,1
Los Angeles,2024-01-29,15,Level 2,1,1,42.69140537961698,68.84864852016932,86.41348670667381,109.38827191780068,0
Los Angeles,2024-01-29,19,Level 2,1,1,39.223093374363,14.127521086604636,66.70572559279873,252.9319825548704,1
Los Angeles,2024-01-29,20,Level 1,1,1,10.420110802780291,54.97882573715829,59.780788575001054,143.56103568738638,1
Los Angeles,2024-01-30,0,Level 2,1,1,42.69140537961698,36.34699295575206,78.65787558587593,200.38808819473533,0
Los Angeles,2024-01-30,5,Level 2,1,1,42.69140537961698,46.278037482878126,58.47829058329158,151.86656920456252,0
Los Angeles,2024-01-30,6,Level 1,1,1,28.68467333811884,13.892462559930523,81.56870399845545,248.0224941305415,0
Los Angeles,2024-01-30,8,Level 1,1,1,56.65756369693637,84.61526142274654,88.99562892720596,151.96650872316795,1
Los Angeles,2024-01-30,10,Level 2,1,1,9.669665590124442,48.38561451259521,71.20894956034991,145.13270890073923,1
Los Angeles,2024-01-30,14,Level 1,1,1,10.55815619752912,64.658324089453,58.68570516038113,37.99444109844923,0
Los Angeles,2024-01-30,15,DC Fast Charger,1,1,12.12848439962642,48.94788600827787,77.67619770811736,81.64473755406577,0
Los Angeles,2024-01-31,2,Level 1,1,1,26.493008140946493,55.39403574401752,56.75239993639017,261.41104964428166,0
Los Angeles,2024-01-31,8,Level 1,1,1,28.248510232660248,53.82003673204953,67.23316373441783,149.00427080858486,1
Los Angeles,2024-01-31,10,DC Fast Charger,1,1,63.97196694472084,54.84308704413998,99.1304953506278,90.79486285484404,1
Los Angeles,2024-01-31,19,Level 1,1,1,10.137709442892056,34.89212626163041,99.87119867405448,217.59663464578475,1
Los Angeles,2024-01-31,23,Level 1,1,1,9.127828166953716,54.35077646652079,51.270037949732725,191.1482271152946,0
Los Angeles,2024-02-01,0,Level 2,1,1,43.99985930276914,89.62738532870584,67.70900333990473,138.76599727430497,0
Los Angeles,2024-02-01,4,Level 1,1,1,38.711207157580986,28.63084090639802,61.65789992683023,260.4883265203245,0
Los Angeles,2024-02-01,9,DC Fast Charger,1,1,22.515635144477624,40.13578074348084,59.0683880135405,80.16440861055356,1
Los Angeles,2024-02-01,14,DC Fast Charger,1,1,12.010095267833266,41.65702959664234,83.15672197368188,133.4464694872657,0
Los Angeles,2024-02-01,22,Level 1,1,1,35.89954921191294,16.492752871489138,53.08457255348556,150.27721019402796,0
Los Angeles,2024-02-02,9,DC Fast Charger,1,1,19.97640696261344,73.2949349787491,58.58041748737381,299.46404753595044,1
Los Angeles,2024-02-02,11,Level 1,1,1,75.62261390550266,87.24599837813908,76.17440540215456,75.65321700332278,0
Los Angeles,2024-02-02,13,Level 1,1,1,36.63162352131471,35.9754285280013,56.839656732416486,59.09663915051596,0
Los Angeles,2024-02-02,14,Level 2,1,1,6.307290912653444,89.78556217293968,83.8482742312676,179.09253119002156,0
Los Angeles,2024-02-02,17,DC Fast Charger,1,1,17.218744475121433,53.67177394795412,76.20126915952576,20.49469516445374,1
Los Angeles,2024-02-02,20,Level 1,1,1,67.90283934003946,45.58232565725287,87.80206968570528,120.3675121015226,1
Los Angeles,2024-02-03,2,Level 2,1,1,42.69140537961698,15.000556279076262,66.9246657414314,0.8623613316018139,0
Los Angeles,2024-02-03,3,Level 2,1,1,78.89524910756762,62.08764645327136,80.77137881661801,73.61394811694834,0
Los Angeles,2024-02-03,5,DC Fast Charger,1,1,5.144893571862889,83.6689673557004,80.51886311775269,66.52104688309612,0
Los Angeles,2024-02-03,10,Level 2,1,1,42.79819075847415,67.94619206512169,57.870204114268205,17.760082882891425,1
Los Angeles,2024-02-04,1,DC Fast Charger,1,1,40.65621778280107,73.70841814345455,55.68169448751146,189.5971054867606,0
Los Angeles,2024-02-04,3,Level 2,1,1,16.111111317085957,67.71925020552159,53.72387415945178,75.49880921364911,0
Los Angeles,2024-02-04,5,DC Fast Charger,1,1,8.75167001874184,53.35718299408809,91.29317175718576,49.68197927195274,0
Los Angeles,2024-02-04,9,Level 2,1,1,10.317872226345198,86.60111714572933,83.44744377580392,87.14078402653271,1
Los Angeles,2024-02-04,11,Level 2,1,1,67.88757428323595,32.61214548046976,58.444104327586665,249.5432916448901,0
Los Angeles,2024-02-04,15,Level 1,1,1,51.02335300165405,50.76235573046623,61.774039782538246,270.619295910448,0
Los Angeles,2024-02-04,20,Level 1,1,1,47.20021555132315,36.35120734538151,90.2573686552208,85.60223413230133,1
Los Angeles,2024-02-04,21,Level 2,1,1,58.55989952016146,52.127874413345054,62.52119439261202,70.4012897330798,1
Los Angeles,2024-02-04,22,Level 1,1,1,18.529060697578466,49.89280166549236,52.1070778523994,187.5814736529352,0
Los Angeles,2024-02-05,11,Level 1,1,1,56.51645587863174,58.10937414504025,83.74438408347368,31.195256286094946,0
Los Angeles,2024-02-05,18,DC Fast Charger,1,1,40.271295219742754,25.041372284286226,19.571800307123823,202.21393040238056,1
Los Angeles,2024-02-06,5,Level 2,1,1,54.884964513779416,88.5078973669725,94.47219864187504,139.54353300381808,0
Los Angeles,2024-02-06,6,Level 2,1,1,50.61599542846814,21.383919740695426,58.16782558568132,152.25986699080715,0
