station_key,Charging Station ID,Charging Station Location,Vehicle Model,Charger Type,User Type,weather_condition,traffic_level,charging_hour,charging_month,is_weekend,is_peak_hour,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Battery Capacity (kWh),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),temperature_c,humidity_percent,precipitation_mm,wind_speed_kph,traffic_score,road_congestion_index,nearby_events_count,station_occupancy_percent,estimated_waiting_time_minutes,overload_risk
Station_182_Houston,Station_182,Houston,Chevy Bolt,DC Fast Charger,Long-Distance Traveler,Clear,Severe,17,1,0,1,8.115370261050328,1.978147576860484,25.603799331857445,75.0,22.18992507323624,99.6280979332727,223.4058066531342,11.2,75,0.0,16.1,98,0.97,0,89.95,51.66,1
Station_284_New York,Station_284,New York,Chevy Bolt,Level 1,Commuter,Partly Cloudy,Severe,18,1,0,1,9.623141257761764,3.944488764646076,34.938865911318366,50.0,68.59374207434695,61.57800907196332,28.95833542942806,9.9,55,0.0,7.4,85,0.87,0,97.72,52.72,1
Station_312_New York,Station_312,New York,BMW i3,DC Fast Charger,Commuter,Clear,Severe,19,1,0,1,27.8542104539734,1.8664816416786207,37.68861950326764,100.0,12.17065798944529,98.07896305795944,89.81454216199296,8.8,55,0.0,12.0,85,0.86,0,86.1,49.0,1
Station_99_New York,Station_99,New York,Nissan Leaf,Level 1,Long-Distance Traveler,Light Rain,Severe,20,1,0,1,23.2226343840928,0.6564859609421378,5.406718024307384,85.0,17.513436634097637,97.23831329500736,214.20091795488923,11.0,79,1.4,14.3,83,0.84,0,78.66,46.4,1
Station_197_Houston,Station_197,Houston,Nissan Leaf,DC Fast Charger,Casual Driver,Light Rain,High,21,1,0,1,21.308572550577523,3.735302162259872,28.04359239194004,50.0,78.29829103715065,91.71603560211943,198.7338105752665,12.3,98,1.1,8.6,75,0.76,0,94.28,50.52,1
Station_482_New York,Station_482,New York,Nissan Leaf,DC Fast Charger,Long-Distance Traveler,Clear,Moderate,22,1,0,0,77.45749045486116,3.010517385146997,47.33304581130439,50.0,63.57208978428879,68.75240394776228,273.6978210236848,7.2,65,0.0,12.5,59,0.56,0,74.31,34.37,0
Station_366_New York,Station_366,New York,Nissan Leaf,Level 2,Commuter,Clear,High,23,1,0,0,32.25299063735733,3.6496256877146847,71.6210409570786,62.0,45.41422996353133,78.6383229213933,25.05757787305148,4.5,48,0.0,9.9,69,0.68,1,80.33,37.4,1
Station_226_San Francisco,Station_226,San Francisco,Chevy Bolt,Level 2,Casual Driver,Partly Cloudy,Low,0,1,0,0,17.929285125178676,2.9645416277610583,35.13960562879264,50.0,87.36946835959859,77.08652146669706,219.14057363218888,6.4,59,0.0,9.8,31,0.38,0,67.05,28.97,0
Station_333_New York,Station_333,New York,Chevy Bolt,DC Fast Charger,Long-Distance Traveler,Clear,Moderate,1,1,0,0,77.29578007017075,0.6842951580787797,5.971664972824204,100.0,52.89673368546667,74.0491279791676,86.4568508507111,10.2,67,0.0,18.1,41,0.39,0,56.31,26.63,0
Station_103_Los Angeles,Station_103,Los Angeles,Nissan Leaf,Level 1,Long-Distance Traveler,Clear,Low,2,1,0,0,26.493008140946493,2.11720414560859,7.148790446098545,75.0,55.39403574401752,56.75239993639017,261.41104964428166,9.4,56,0.0,11.9,32,0.31,1,62.26,27.54,0
Station_106_Houston,Station_106,Houston,BMW i3,Level 2,Commuter,Light Rain,Low,3,1,0,0,55.30273056094204,2.544566059466172,37.34746081473556,50.0,71.91664638264722,88.37524193738372,106.93964742381894,9.2,84,2.0,10.2,27,0.26,0,63.66,27.44,0
Station_365_Chicago,Station_365,Chicago,Tesla Model 3,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,Low,4,1,0,0,10.192259430922377,2.1936622255764453,14.435352434618428,100.0,14.184548280774854,71.74589400625973,298.9694610309599,-7.9,72,0.0,15.3,33,0.4,0,62.93,27.87,0
Station_368_San Francisco,Station_368,San Francisco,Tesla Model 3,Level 1,Commuter,Clear,Low,5,1,0,0,62.63400990213397,1.3061013638644594,37.57454771494434,42.22396426286603,69.88302901476676,89.70899824393155,38.61495714773572,11.7,57,0.0,9.8,27,0.22,0,56.3,25.09,0
Station_58_Houston,Station_58,Houston,BMW i3,Level 2,Casual Driver,Clear,Moderate,6,1,0,0,36.22941276064402,1.8856890276693925,11.093063212886497,7.714516853958186,43.356673917181936,91.9403167511568,144.45037199616232,9.5,68,0.0,9.9,41,0.41,0,63.19,28.83,0
Station_78_Houston,Station_78,Houston,Nissan Leaf,DC Fast Charger,Long-Distance Traveler,Light Rain,Severe,7,1,0,1,12.350406115320627,1.4995568792791971,44.0476453908667,62.0,47.07173172848,68.83315695012828,152.25986699080715,11.4,95,0.9,22.0,78,0.83,1,82.09,46.95,1
Station_75_Los Angeles,Station_75,Los Angeles,Chevy Bolt,Level 1,Casual Driver,Partly Cloudy,Severe,8,1,0,1,28.248510232660248,2.573551148931767,26.640176850452665,75.0,53.82003673204953,67.23316373441783,149.00427080858486,7.9,61,0.0,14.9,79,0.79,0,88.8,49.21,1
Station_42_New York,Station_42,New York,Tesla Model 3,Level 1,Casual Driver,Partly Cloudy,Severe,9,1,0,1,53.18988765045248,1.901457614097896,4.875602271353545,62.0,59.10391672336647,95.23017417720116,166.98175067619556,11.4,53,0.0,16.5,79,0.75,0,84.83,47.94,1
Station_422_Los Angeles,Station_422,Los Angeles,Hyundai Kona,DC Fast Charger,Commuter,Clear,Severe,10,1,0,1,63.97196694472084,1.9815097094694272,41.34889744678012,62.0,54.84308704413998,99.1304953506278,90.79486285484404,12.9,61,0.0,16.0,87,0.89,0,87.22,49.58,1
Station_324_New York,Station_324,New York,Hyundai Kona,Level 1,Long-Distance Traveler,Partly Cloudy,High,11,1,0,0,48.66355521084799,1.756271660885669,36.32372774760015,75.0,49.28268958934412,91.7460321625635,178.12130884759824,11.7,55,0.0,12.4,62,0.6,0,67.65,32.57,0
Station_181_New York,Station_181,New York,BMW i3,DC Fast Charger,Casual Driver,Clear,High,12,1,0,0,51.16176878981536,1.924572535667712,14.898359207134598,75.0,40.35911245487125,79.59600701886347,258.28967829086355,13.9,65,0.0,8.4,68,0.6,0,70.2,34.04,0
Station_33_Houston,Station_33,Houston,Nissan Leaf,Level 1,Long-Distance Traveler,Clear,Moderate,13,1,0,0,68.24465321163233,3.375570509411532,49.36125110170392,75.0,57.90799490448934,88.30938417267018,276.3925880192631,12.6,92,0.0,18.1,49,0.46,0,73.7,33.07,0
Station_71_New York,Station_71,New York,Tesla Model 3,DC Fast Charger,Long-Distance Traveler,Heavy Rain,High,14,1,0,0,70.3848328268497,1.0466206565434557,20.619603394084866,62.0,32.45935623541265,75.45762691513535,302.85248972263145,15.1,82,7.6,17.9,66,0.62,0,72.68,40.62,1
Station_56_San Francisco,Station_56,San Francisco,Nissan Leaf,Level 2,Long-Distance Traveler,Light Rain,High,15,1,0,0,56.55292752021,2.6210352581150014,4.340098531957683,75.0,29.26035318542457,88.25311988557496,12.024294092276849,9.8,73,2.1,13.7,67,0.67,0,73.99,35.15,1
Station_105_San Francisco,Station_105,San Francisco,Tesla Model 3,Level 1,Long-Distance Traveler,Clear,Moderate,16,1,0,0,16.827771594461893,2.7388169441628936,14.511282307810957,85.0,30.615241986716526,82.46098167708193,199.3017716628444,10.8,62,0.0,14.4,55,0.57,0,71.63,33.07,0
Station_200_San Francisco,Station_200,San Francisco,BMW i3,DC Fast Charger,Casual Driver,Light Rain,Severe,17,1,0,1,76.46827351726323,3.681183965657999,25.603799331857445,62.0,72.54621701191297,51.915828302066544,270.49493595761044,11.1,88,0.5,13.8,86,0.85,0,96.71,52.51,1
Station_101_Houston,Station_101,Houston,BMW i3,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,High,18,1,0,1,6.0651617128073525,3.597765518900319,46.62351208569203,100.0,19.6468972894588,71.19100274361134,92.40439692859523,11.1,75,0.0,10.3,73,0.69,0,92.98,49.88,1
Station_256_Los Angeles,Station_256,Los Angeles,Hyundai Kona,Level 1,Commuter,Clear,Severe,19,1,0,1,10.137709442892056,1.582369811687995,36.077844709089504,62.0,34.89212626163041,99.87119867405448,217.59663464578475,8.9,56,0.0,8.1,98,1.0,0,87.42,50.85,1
Station_307_Chicago,Station_307,Chicago,Nissan Leaf,Level 2,Commuter,Snow,Severe,20,1,0,1,62.5376105258264,3.111666691610565,24.18785231665501,75.0,14.823808108603975,69.84305861012679,257.3131551501769,-5.2,83,1.3,19.4,92,0.88,0,100.0,60.22,1
Station_74_New York,Station_74,New York,Hyundai Kona,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,Severe,21,1,0,1,42.69140537961698,2.36717911894266,31.714702326630785,62.0,80.99831078490269,84.04691901123175,158.36045105736642,9.4,63,0.0,14.7,100,1.0,1,92.71,52.77,1
Station_171_Chicago,Station_171,Chicago,Nissan Leaf,Level 2,Long-Distance Traveler,Clear,Moderate,22,1,0,0,16.497212038654055,1.8113551144469373,9.554956967284827,37.32971365145482,50.5319393342964,93.95394941310784,225.2552691628917,-13.6,61,0.0,14.4,52,0.51,0,65.42,30.75,0
Station_377_Los Angeles,Station_377,Los Angeles,Hyundai Kona,Level 1,Commuter,Partly Cloudy,High,23,1,0,0,9.127828166953716,0.9931487332559414,25.603799331857445,94.20058699032565,54.35077646652079,51.270037949732725,191.1482271152946,8.1,67,0.0,3.2,61,0.58,0,63.08,31.0,0
Station_143_Los Angeles,Station_143,Los Angeles,Chevy Bolt,Level 2,Long-Distance Traveler,Clear,Low,0,2,0,0,43.99985930276914,3.5579821138737,30.24472280444889,50.0,89.62738532870584,67.70900333990473,138.76599727430497,6.3,50,0.0,9.5,37,0.36,1,71.83,31.16,0
Station_166_Houston,Station_166,Houston,Chevy Bolt,Level 1,Casual Driver,Clear,Moderate,1,2,0,0,41.76664809903056,4.592690577362033,21.83372402809416,62.0,42.35837562463637,51.49172570737395,14.592443203376243,3.8,72,0.0,6.7,39,0.39,1,74.57,32.25,0
Station_399_San Francisco,Station_399,San Francisco,Chevy Bolt,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,Moderate,2,2,0,0,6.695332951941997,2.1336014618088464,4.050226868409404,100.0,82.33123778658205,7.604224497783735,104.71767727592032,6.2,55,0.0,16.0,38,0.42,0,63.88,28.72,0
Station_261_San Francisco,Station_261,San Francisco,Chevy Bolt,Level 2,Long-Distance Traveler,Partly Cloudy,Low,3,2,0,0,69.4391779041177,3.659591613822005,16.613387659947108,62.0,22.712598558458748,50.79879144216912,266.8298766338761,7.7,69,0.0,15.2,27,0.23,0,69.86,29.43,0
Station_221_Los Angeles,Station_221,Los Angeles,Tesla Model 3,Level 1,Casual Driver,Clear,Moderate,4,2,0,0,38.711207157580986,2.9675602434122106,14.53360130974745,75.0,28.63084090639802,61.65789992683023,260.4883265203245,7.8,59,0.0,14.4,53,0.54,0,72.58,33.16,0
Station_83_Houston,Station_83,Houston,Chevy Bolt,DC Fast Charger,Long-Distance Traveler,Light Rain,Moderate,5,2,0,0,57.97765788877307,2.8590803131057148,6.499187934882619,81.36841583065208,58.30868499503002,63.86610505130568,114.88329577828593,7.4,93,0.8,20.7,39,0.37,0,68.34,30.26,0
Station_182_Houston,Station_182,Houston,BMW i3,Level 2,Casual Driver,Clear,Moderate,6,2,0,0,74.107522176834,2.224661483996816,45.69740274799046,75.0,72.90390528618417,51.69102215864916,177.20888715663634,10.4,78,0.0,13.2,53,0.48,1,68.1,31.72,0
Station_307_New York,Station_307,New York,BMW i3,Level 1,Casual Driver,Partly Cloudy,Severe,7,2,0,1,40.319061981322655,1.7436069251387414,11.767850572118778,100.0,31.093089045581024,86.58495949773607,99.18733328029695,9.0,63,0.0,9.8,91,0.78,0,86.81,49.89,1
Station_10_San Francisco,Station_10,San Francisco,Tesla Model 3,Level 2,Commuter,Partly Cloudy,Severe,8,2,0,1,47.19807479360746,2.861382945524818,44.336610351548224,50.0,65.47847010859027,84.22698702525429,86.60938167662027,12.5,53,0.0,3.6,95,1.0,0,94.37,52.75,1
Station_396_Los Angeles,Station_396,Los Angeles,Chevy Bolt,DC Fast Charger,Commuter,Light Rain,Severe,9,2,0,1,22.515635144477624,3.5555598847937864,35.152484717746816,100.0,40.13578074348084,59.0683880135405,80.16440861055356,15.2,68,1.9,19.3,85,0.87,0,95.81,52.11,1
Station_4_Chicago,Station_4,Chicago,Chevy Bolt,DC Fast Charger,Long-Distance Traveler,Clear,Severe,10,2,0,1,68.26093768441355,2.4135793179435385,33.64483513585735,62.0,46.37700488664862,88.38593824106768,152.25986699080715,-6.5,65,0.0,15.0,82,0.85,0,88.42,49.41,1
Station_351_San Francisco,Station_351,San Francisco,Chevy Bolt,Level 1,Commuter,Clear,Moderate,11,2,0,0,73.5059703623024,1.8359090701214853,30.9314277897324,50.0,60.77484914937618,63.56658132543215,246.28751484972423,14.3,61,0.0,11.9,49,0.51,1,64.87,30.25,0
Station_402_New York,Station_402,New York,Hyundai Kona,Level 2,Long-Distance Traveler,Partly Cloudy,Severe,12,2,0,0,73.86936259559798,1.1968001428584762,26.086973082683723,75.0,80.69801215627292,88.20526202858028,180.45460214898844,15.8,69,0.0,16.0,78,0.78,0,68.26,34.52,0
Station_336_Houston,Station_336,Houston,Nissan Leaf,Level 2,Long-Distance Traveler,Partly Cloudy,High,13,2,0,0,64.37713244013099,2.3148600166084794,15.256569201592624,50.0,15.586956248765569,98.80776450626408,199.75840075880325,10.7,73,0.0,10.3,64,0.69,1,71.39,33.98,0
Station_488_Los Angeles,Station_488,Los Angeles,Hyundai Kona,DC Fast Charger,Commuter,Clear,High,14,2,0,0,12.010095267833266,0.7529595951441994,47.90206130269109,50.0,41.65702959664234,83.15672197368188,133.4464694872657,15.0,50,0.0,9.0,72,0.75,0,64.38,32.62,0
Station_292_San Francisco,Station_292,San Francisco,Nissan Leaf,Level 2,Commuter,Light Rain,Severe,15,2,0,0,36.226212409732376,3.992427387020465,27.19648783034448,29.59428888586566,80.58328311610703,91.07842504868992,34.03765663214346,11.7,79,5.0,18.0,84,0.84,1,85.65,40.75,1
Station_281_Chicago,Station_281,Chicago,Chevy Bolt,Level 2,Long-Distance Traveler,Snow,Moderate,16,2,0,0,28.84698737447133,3.2937133901037967,11.027648410925542,100.0,41.58622013245012,89.99519636379434,298.6313760489738,-7.3,85,1.2,23.0,54,0.55,0,82.42,42.41,1
Station_215_New York,Station_215,New York,Chevy Bolt,Level 2,Long-Distance Traveler,Partly Cloudy,Severe,17,2,0,1,76.58011323732995,2.678096541095572,41.12251368485552,85.0,31.36258701771961,93.5634261410211,233.21205778242185,10.4,74,0.0,12.8,84,0.84,0,90.44,50.28,1
Station_460_New York,Station_460,New York,Hyundai Kona,Level 1,Long-Distance Traveler,Partly Cloudy,Severe,18,2,0,1,74.13419248313946,2.1863746739496914,47.81692135737631,50.0,71.90426649979851,99.36473574981306,151.0657029904892,12.4,58,0.0,9.5,85,0.82,0,87.87,49.57,1
Station_98_San Francisco,Station_98,San Francisco,Hyundai Kona,DC Fast Charger,Casual Driver,Partly Cloudy,Severe,19,2,0,1,73.80921664182601,2.3698694802298887,10.575938299260526,100.0,53.17181764242919,92.16041891997818,126.39596261084692,6.8,53,0.0,12.8,85,0.83,0,88.99,49.93,1
Station_420_Chicago,Station_420,Chicago,Nissan Leaf,Level 1,Long-Distance Traveler,Clear,Severe,20,2,0,1,35.02666957024688,1.7395210907802483,22.02798564744779,50.0,26.276244042338213,59.19858803719168,208.480534386268,-6.5,71,0.0,15.9,92,0.98,2,87.0,50.06,1
Station_101_New York,Station_101,New York,BMW i3,DC Fast Charger,Long-Distance Traveler,Partly Cloudy,Severe,21,2,0,1,42.69140537961698,2.202983392627784,10.60460822442122,62.0,64.4781938154576,60.64066129807832,172.64181015239632,5.8,67,0.0,19.8,88,0.92,0,88.74,50.18,1
Station_451_Los Angeles,Station_451,Los Angeles,Nissan Leaf,Level 1,Long-Distance Traveler,Clear,High,22,2,0,0,35.89954921191294,1.772447028536855,12.511897274758086,85.0,16.492752871489138,53.08457255348556,150.27721019402796,8.6,49,0.0,12.7,71,0.68,1,70.01,34.31,0
Station_9_New York,Station_9,New York,Hyundai Kona,Level 1,Commuter,Clear,Moderate,23,2,0,0,48.330182762063146,2.1541462302194883,14.812569888092858,62.0,56.27459504161595,65.98703032632432,229.18283499002163,3.6,61,0.0,13.1,58,0.61,1,68.95,32.54,0
Station_61_Chicago,Station_61,Chicago,Hyundai Kona,Level 1,Commuter,Partly Cloudy,Low,0,2,0,0,53.71493232990424,1.692367291395563,23.72699960944185,75.0,15.899923907667324,58.16877869760515,152.25986699080715,-9.7,71,0.0,21.9,31,0.32,0,59.42,26.52,0
Station_309_Houston,Station_309,Houston,Tesla Model 3,Level 2,Casual Driver,Partly Cloudy,Low,1,2,0,0,15.5583755009174,0.7554430886481931,44.4507308475323,75.0,83.20214244739164,61.22134406044192,243.8284443691261,7.8,68,0.0,16.2,22,0.19,0,51.89,23.12,0
Station_146_Houston,Station_146,Houston,Hyundai Kona,DC Fast Charger,Long-Distance Traveler,Clear,Moderate,2,2,0,0,40.736704801536966,2.534525414269769,9.86675920918086,50.0,33.926486820365405,67.69533120051153,119.09691886890435,7.7,73,0.0,14.1,39,0.37,0,66.57,29.69,0
Station_427_San Francisco,Station_427,San Francisco,Tesla Model 3,Level 1,Long-Distance Traveler,Partly Cloudy,Low,3,2,0,0,11.579770802296697,3.616099729122279,9.634031616098616,62.0,26.10515607453083,71.39910279009044,157.6119289766852,8.2,65,0.0,10.7,36,0.38,0,71.8,31.04,0
Station_419_Chicago,Station_419,Chicago,BMW i3,Level 2,Long-Distance Traveler,Snow,Low,4,2,0,0,39.67667007009968,6.759151680314269,43.12040329879288,75.0,71.93335080549818,57.05150376423807,14.590878771397236,-10.1,88,2.0,24.8,29,0.27,0,80.22,38.96,1
Station_63_New York,Station_63,New York,Nissan Leaf,Level 1,Long-Distance Traveler,Partly Cloudy,Low,5,2,0,0,5.755335112421237,1.5886586191295695,10.879676124662645,100.0,65.91461014762105,52.23791778918249,18.710965795562217,8.7,59,0.0,4.6,31,0.26,0,58.7,26.29,0
Station_121_New York,Station_121,New York,Nissan Leaf,Level 2,Long-Distance Traveler,Partly Cloudy,Moderate,6,2,0,0,54.48656320200461,1.6095486540281567,25.603799331857445,50.0,67.90525354588003,54.63726636893636,71.13255184940581,7.7,53,0.0,14.5,51,0.48,0,63.89,30.15,0
Station_226_Houston,Station_226,Houston,Tesla Model 3,Level 1,Long-Distance Traveler,Light Rain,Severe,7,2,0,1,20.51871405095877,3.6465830452467833,27.173537456201768,62.0,83.59048180230292,159.98890318877596,286.44000986240627,8.9,87,0.2,14.4,82,0.81,0,95.53,51.69,1
Station_105_Houston,Station_105,Houston,Nissan Leaf,DC Fast Charger,Commuter,Partly Cloudy,High,8,2,0,1,13.587964735173609,3.517065236537333,40.8117293500724,62.0,67.80447254927141,58.52581792723408,103.52119282347734,8.3,86,0.0,11.3,77,0.76,1,93.64,50.53,1
Station_462_Los Angeles,Station_462,Los Angeles,Hyundai Kona,DC Fast Charger,Casual Driver,Clear,Severe,9,2,0,1,19.97640696261344,2.287342908527985,35.90037572075738,50.0,73.2949349787491,58.58041748737381,299.46404753595044,11.8,68,0.0,11.1,98,0.98,0,91.67,52.21,1
Station_260_Houston,Station_260,Houston,Chevy Bolt,Level 1,Commuter,Clear,High,10,2,0,1,73.37136541275711,3.0226327639717203,45.50795122340724,50.0,62.52618043388769,62.34091279224722,180.45248661608585,14.4,67,0.0,14.9,67,0.67,1,88.33,47.74,1
Station_349_Los Angeles,Station_349,Los Angeles,Tesla Model 3,Level 1,Commuter,Clear,High,11,2,0,0,75.62261390550266,3.738853500138698,37.175570755361626,75.0,87.24599837813908,76.17440540215456,75.65321700332278,13.7,67,0.0,15.8,62,0.62,0,79.12,36.24,1
Station_425_New York,Station_425,New York,Nissan Leaf,Level 1,Commuter,Clear,High,12,2,0,0,15.567795776598764,1.2220213527532722,49.63914436226428,64.77070141320091,54.12444090003636,58.52857766030961,31.59653167187535,13.8,55,0.0,1.0,62,0.63,1,64.33,31.51,0
Station_255_Los Angeles,Station_255,Los Angeles,Tesla Model 3,Level 1,Casual Driver,Partly Cloudy,High,13,2,0,0,36.63162352131471,0.9743935458179288,17.498632754951903,50.0,35.9754285280013,56.839656732416486,59.09663915051596,12.9,49,0.0,13.8,66,0.63,1,64.24,31.92,0
Station_429_Los Angeles,Station_429,Los Angeles,Tesla Model 3,Level 2,Long-Distance Traveler,Clear,Moderate,14,2,0,0,6.307290912653444,2.7988263253336125,21.851929962768004,50.0,89.78556217293968,83.8482742312676,179.09253119002156,11.7,67,0.0,11.2,53,0.51,0,71.43,32.79,0
Station_434_San Francisco,Station_434,San Francisco,Chevy Bolt,DC Fast Charger,Casual Driver,Light Rain,High,15,2,0,0,52.183521493408925,2.8801990619921405,37.912464345424,50.0,12.05856983860598,75.35885803842882,259.568845553276,11.7,68,0.7,14.1,62,0.65,0,74.3,34.7,0
Station_207_Houston,Station_207,Houston,Hyundai Kona,Level 2,Commuter,Partly Cloudy,Moderate,16,2,0,0,42.69140537961698,1.7745536936435893,29.837585806361783,75.0,41.49585704461199,54.94247646333063,38.02248829943296,9.8,78,0.0,14.6,45,0.47,0,63.55,29.39,0
Station_28_Los Angeles,Station_28,Los Angeles,Tesla Model 3,DC Fast Charger,Commuter,Light Rain,Severe,17,2,0,1,17.218744475121433,0.9575211163253374,47.74613739345097,61.460885466440864,53.67177394795412,76.20126915952576,20.49469516445374,10.1,78,1.7,17.3,92,0.93,0,82.68,48.68,1
Station_170_New York,Station_170,New York,Nissan Leaf,Level 1,Commuter,Light Rain,Severe,18,2,0,1,48.14596961410625,2.8673634929295204,15.521661798949124,50.0,16.537180562904386,99.98486048295344,33.087139185236886,9.7,90,1.2,11.4,93,0.92,1,93.92,52.38,1
Station_336_Chicago,Station_336,Chicago,BMW i3,DC Fast Charger,Commuter,Snow,Severe,19,2,0,1,25.12116466546159,1.010506969032026,32.09365177234676,62.0,58.39027846003522,93.64930681962036,272.2871845279422,-6.9,84,1.7,20.7,94,0.99,0,91.42,57.69,1
Station_76_Los Angeles,Station_76,Los Angeles,Tesla Model 3,Level 1,Long-Distance Traveler,Light Rain,High,20,2,0,1,67.90283934003946,0.835318745254099,41.06704109745447,85.0,45.58232565725287,87.80206968570528,120.3675121015226,7.2,72,1.5,14.6,73,0.7,0,77.04,44.78,1
Station_116_Houston,Station_116,Houston,Tesla Model 3,Level 1,Commuter,Clear,High,21,2,0,1,43.254517140810776,3.210764372243644,19.278035722978235,85.0,16.42986703126396,85.24212847364188,156.19622550598012,7.8,72,0.0,12.5,77,0.78,0,91.64,49.89,1
Station_69_San Francisco,Station_69,San Francisco,Chevy Bolt,Level 2,Commuter,Clear,Moderate,22,2,0,0,62.61550758556181,1.815045399718526,19.79464958944829,62.0,84.03426141510538,92.43627852480974,209.62662184057555,7.0,53,0.0,10.8,51,0.56,0,65.25,30.59,0
Station_354_New York,Station_354,New York,Hyundai Kona,DC Fast Charger,Long-Distance Traveler,Clear,High,23,2,0,0,43.825900117321794,3.1281282303575897,41.83746249782165,85.0,37.69447403277616,77.12655441859508,29.944440520906667,4.4,58,0.0,7.8,67,0.64,0,76.8,36.05,1
Station_234_San Francisco,Station_234,San Francisco,BMW i3,Level 2,Commuter,Clear,Moderate,0,2,1,0,31.18702899243124,1.860443342393109,11.581744386043408,100.0,69.85875931465557,23.54849230392773,18.845805451601464,7.0,58,0.0,18.9,40,0.3,2,62.82,25.6,0
Station_1_Chicago,Station_1,Chicago,Nissan Leaf,Level 2,Long-Distance Traveler,Snow,Moderate,1,2,1,0,74.82644569097782,1.398582211214841,43.13328345657307,75.0,23.72599550105088,53.81369932194329,238.7435606565687,-9.3,79,9.5,24.6,52,0.47,1,71.02,35.55,1
Station_167_Los Angeles,Station_167,Los Angeles,BMW i3,Level 2,Casual Driver,Clear,High,2,2,1,0,42.69140537961698,1.6833779694089597,9.433507336654076,85.0,15.000556279076262,66.9246657414314,0.8623613316018139,9.0,67,0.0,11.9,71,0.72,2,69.39,31.11,0
Station_352_Los Angeles,Station_352,Los Angeles,Nissan Leaf,Level 2,Long-Distance Traveler,Clear,Moderate,3,2,1,0,78.89524910756762,1.225895512401978,30.74927681610981,75.0,62.08764645327136,80.77137881661801,73.61394811694834,9.7,56,0.0,14.9,52,0.51,0,61.89,26.62,0
Station_218_Houston,Station_218,Houston,Hyundai Kona,DC Fast Charger,Commuter,Clear,Low,4,2,1,0,10.241885891596077,1.394747102580713,29.216213685823107,62.0,14.961669635907109,70.51180081437839,295.9150268898221,9.4,76,0.0,6.7,34,0.31,0,58.5,23.56,0
Station_273_Los Angeles,Station_273,Los Angeles,Nissan Leaf,DC Fast Charger,Long-Distance Traveler,Clear,Moderate,5,2,1,0,5.144893571862889,1.996622706047104,9.230954632347297,85.0,83.6689673557004,80.51886311775269,66.52104688309612,8.6,53,0.0,11.3,56,0.53,1,67.56,28.88,0
Station_368_New York,Station_368,New York,Chevy Bolt,Level 2,Commuter,Partly Cloudy,High,6,2,1,0,59.922814416459936,3.7532164796861327,30.429448129131227,50.0,41.64275168503707,95.0069584304912,239.1582389711824,7.2,61,0.0,11.8,63,0.6,1,79.43,33.45,1
Station_251_Chicago,Station_251,Chicago,Chevy Bolt,DC Fast Charger,Commuter,Snow,Moderate,7,2,1,1,8.353019856414647,3.4304844579467044,34.719681724361955,62.0,13.142563107472808,97.25962097296544,42.55134218801984,-4.0,91,1.2,36.7,52,0.58,1,94.82,51.16,1
Station_347_San Francisco,Station_347,San Francisco,Chevy Bolt,Level 1,Casual Driver,Light Rain,Moderate,8,2,1,1,40.76283311435537,0.938436579463628,41.33293546359443,58.36980451713409,57.81468020270049,87.2706866811988,196.5140061601193,11.5,71,3.1,8.5,53,0.54,1,72.73,38.2,1
Station_344_Chicago,Station_344,Chicago,Chevy Bolt,DC Fast Charger,Commuter,Clear,Moderate,9,2,1,1,18.89056337329201,1.4187837431940964,17.00535033559547,85.0,54.31147107328103,57.65603262904937,73.25683049364379,-6.3,69,0.0,24.2,52,0.53,1,75.14,38.86,1
Station_419_Los Angeles,Station_419,Los Angeles,BMW i3,Level 2,Commuter,Clear,Moderate,10,2,1,1,42.79819075847415,2.3427113663379946,33.78877718721532,50.0,67.94619206512169,57.870204114268205,17.760082882891425,13.4,53,0.0,8.2,59,0.55,1,82.33,41.94,1
Station_174_San Francisco,Station_174,San Francisco,Hyundai Kona,Level 1,Commuter,Clear,High,11,2,1,0,12.814363147239058,2.588535180640522,27.381994351172008,62.0,66.46134154461114,68.41309481751257,251.17135317316607,10.3,59,0.0,13.8,74,0.84,0,75.64,33.44,0
Station_170_Houston,Station_170,Houston,Nissan Leaf,Level 1,Long-Distance Traveler,Clear,High,12,2,1,0,8.918418777562092,1.556936695800068,16.241963359211958,75.0,16.990405001559274,55.82664102960632,15.21342604109595,14.0,75,0.0,8.0,64,0.61,0,66.8,29.52,0
Station_246_Chicago,Station_246,Chicago,Nissan Leaf,Level 1,Commuter,Clear,High,13,2,1,0,0.1211432950427712,1.4556359151018663,45.58156227106593,62.0,86.31048768785503,77.19881289799206,66.3639561403343,-2.2,60,0.0,19.4,72,0.79,0,68.3,30.88,0
Station_423_San Francisco,Station_423,San Francisco,Chevy Bolt,Level 1,Commuter,Clear,High,14,2,1,0,10.9113557932088,1.98454463191656,20.99245325759676,62.0,85.04682076129231,65.3913894629667,256.5969178469621,13.9,56,0.0,15.7,62,0.59,0,68.98,29.99,0
